-15, 0, 30, 12, 
-15, 0, 30, 12, 
-15, 0, 15, 12, 
0, 0, 15, 12, 
-15, 0, 7.5, 12, 
-7.5, 0, 7.5, 12, 
0, 0, 7.5, 12, 
7.5, 0, 7.5, 12, 
-15, 0, 7.5, 6, 
-15, 6, 7.5, 6, 
-7.5, 0, 7.5, 6, 
-7.5, 6, 7.5, 6, 
0, 0, 7.5, 6, 
0, 6, 7.5, 6, 
7.5, 0, 7.5, 6, 
7.5, 6, 7.5, 6, 
-15, 0, 3.75, 6, 
-11.25, 0, 3.75, 6, 
-15, 6, 3.75, 6, 
-11.25, 6, 3.75, 6, 
-7.5, 0, 3.75, 6, 
-3.75, 0, 3.75, 6, 
-7.5, 6, 3.75, 6, 
-3.75, 6, 3.75, 6, 
0, 0, 3.75, 6, 
3.75, 0, 3.75, 6, 
0, 6, 3.75, 6, 
3.75, 6, 3.75, 6, 
7.5, 0, 3.75, 6, 
11.25, 0, 3.75, 6, 
7.5, 6, 3.75, 6, 
11.25, 6, 3.75, 6, 
-15, 0, 3.75, 3, 
-15, 3, 3.75, 3, 
-11.25, 0, 3.75, 3, 
-11.25, 3, 3.75, 3, 
-15, 6, 3.75, 3, 
-15, 9, 3.75, 3, 
-11.25, 6, 3.75, 3, 
-11.25, 9, 3.75, 3, 
-7.5, 0, 3.75, 3, 
-7.5, 3, 3.75, 3, 
-3.75, 0, 3.75, 3, 
-3.75, 3, 3.75, 3, 
-7.5, 6, 3.75, 3, 
-7.5, 9, 3.75, 3, 
-3.75, 6, 3.75, 3, 
-3.75, 9, 3.75, 3, 
0, 0, 3.75, 3, 
0, 3, 3.75, 3, 
3.75, 0, 3.75, 3, 
3.75, 3, 3.75, 3, 
0, 6, 3.75, 3, 
0, 9, 3.75, 3, 
3.75, 6, 3.75, 3, 
3.75, 9, 3.75, 3, 
7.5, 0, 3.75, 3, 
7.5, 3, 3.75, 3, 
11.25, 0, 3.75, 3, 
11.25, 3, 3.75, 3, 
7.5, 6, 3.75, 3, 
7.5, 9, 3.75, 3, 
11.25, 6, 3.75, 3, 
11.25, 9, 3.75, 3, 
-15, 0, 1.875, 3, 
-13.125, 0, 1.875, 3, 
-15, 3, 1.875, 3, 
-13.125, 3, 1.875, 3, 
-11.25, 0, 1.875, 3, 
-9.375, 0, 1.875, 3, 
-11.25, 3, 1.875, 3, 
-9.375, 3, 1.875, 3, 
-15, 6, 1.875, 3, 
-13.125, 6, 1.875, 3, 
-15, 9, 1.875, 3, 
-13.125, 9, 1.875, 3, 
-11.25, 6, 1.875, 3, 
-9.375, 6, 1.875, 3, 
-11.25, 9, 1.875, 3, 
-9.375, 9, 1.875, 3, 
-7.5, 0, 1.875, 3, 
-5.625, 0, 1.875, 3, 
-7.5, 3, 1.875, 3, 
-5.625, 3, 1.875, 3, 
-3.75, 0, 1.875, 3, 
-1.875, 0, 1.875, 3, 
-3.75, 3, 1.875, 3, 
-1.875, 3, 1.875, 3, 
-7.5, 6, 1.875, 3, 
-5.625, 6, 1.875, 3, 
-7.5, 9, 1.875, 3, 
-5.625, 9, 1.875, 3, 
-3.75, 6, 1.875, 3, 
-1.875, 6, 1.875, 3, 
-3.75, 9, 1.875, 3, 
-1.875, 9, 1.875, 3, 
0, 0, 1.875, 3, 
1.875, 0, 1.875, 3, 
0, 3, 1.875, 3, 
1.875, 3, 1.875, 3, 
3.75, 0, 1.875, 3, 
5.625, 0, 1.875, 3, 
3.75, 3, 1.875, 3, 
5.625, 3, 1.875, 3, 
0, 6, 1.875, 3, 
1.875, 6, 1.875, 3, 
0, 9, 1.875, 3, 
1.875, 9, 1.875, 3, 
3.75, 6, 1.875, 3, 
5.625, 6, 1.875, 3, 
3.75, 9, 1.875, 3, 
5.625, 9, 1.875, 3, 
7.5, 0, 1.875, 3, 
9.375, 0, 1.875, 3, 
7.5, 3, 1.875, 3, 
9.375, 3, 1.875, 3, 
11.25, 0, 1.875, 3, 
13.125, 0, 1.875, 3, 
11.25, 3, 1.875, 3, 
13.125, 3, 1.875, 3, 
7.5, 6, 1.875, 3, 
